"Review";"Sentiment"
"sudah dichat bahwa salah alamat tapi tetap dikirim ke alamat yg salah sangat tidak recommend untuk beli disini tidak amanah pokoknya gak banget beli disiniii";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"hampir mantab batre ny parah";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"hampir mantab batre ny parah";0
"repacknya parah kardusnya nglups bagian atas kaya kena air trs dgosok";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"hampir mantab batre ny parah";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"kecewa banget dgn pelayanan toko ini 

1factory seal sudah jebol laptop sudah pernah di buka 

2 tidak sesuai dgn spesifikasi katanya bisa tambah ssd m2 tapi nyata";0
"bela belain pesan selisih 120rb tanpa gratis ongkir karna urgent eh malah d kirim kurang sudah gtu tidak ada kompensasi dan uangnya sampe skrng blum d transfer";0
"tv nya ok delivery nya menghancurkan motor saya dan tidak bertanggung jawab saya ga mau penjual hanya diam saja penjual harus membantu selesaikan masalah ini baru say";0
"hampir mantab batre ny parah";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"saya sudah coba masukan code product key nya tapi selalu dijawab kode sudah diklaim oleh orang lain penjual tidak merespon komplain saya";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"hampir mantab batre ny parah";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"hampir mantab batre ny parah";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"tidak sesuai yg diminta";0
"repacknya parah kardusnya nglups bagian atas kaya kena air trs dgosok";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"hampir mantab batre ny parah";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"tidak sesuai yg diminta";0
"lu mah parah jualan ga amanah udh gw bilang jangan repack dikirimnya yg repack gw chat ga bales dewasa dong 
kalo emang repack dari awal bilang repack 
ts ga amanah";0
"ternyata 1800 watt tapi yg dipaparkan 360 watt salah beli deh kena deh ma amrketing ny";0
"hampir mantab batre ny parah";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"keyboard g fungsi kabel flexible dipotong huruf byk yg hilang";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"respon penjual kurang baik tidak dapat memberikan solusi yg baik jika terdapat kendala";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"lu mah parah jualan ga amanah udh gw bilang jangan repack dikirimnya yg repack gw chat ga bales dewasa dong 
kalo emang repack dari awal bilang repack 
ts ga amanah";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"hampir mantab batre ny parah";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"bela belain pesan selisih 120rb tanpa gratis ongkir karna urgent eh malah d kirim kurang sudah gtu tidak ada kompensasi dan uangnya sampe skrng blum d transfer";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"hampir mantab batre ny parah";0
"saya sudah coba masukan code product key nya tapi selalu dijawab kode sudah diklaim oleh orang lain penjual tidak merespon komplain saya";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"saya sudah coba masukan code product key nya tapi selalu dijawab kode sudah diklaim oleh orang lain penjual tidak merespon komplain saya";0
"mouse pad nya error ga ada solusi 

tolong bisa dibantu karena untuk kegiatan belajar gan";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"hampir mantab batre ny parah";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"bela belain pesan selisih 120rb tanpa gratis ongkir karna urgent eh malah d kirim kurang sudah gtu tidak ada kompensasi dan uangnya sampe skrng blum d transfer";0
"hampir mantab batre ny parah";0
"ternyata 1800 watt tapi yg dipaparkan 360 watt salah beli deh kena deh ma amrketing ny";0
"saya sudah coba masukan code product key nya tapi selalu dijawab kode sudah diklaim oleh orang lain penjual tidak merespon komplain saya";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"tv nya ok delivery nya menghancurkan motor saya dan tidak bertanggung jawab saya ga mau penjual hanya diam saja penjual harus membantu selesaikan masalah ini baru say";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"ternyata 1800 watt tapi yg dipaparkan 360 watt salah beli deh kena deh ma amrketing ny";0
"hampir mantab batre ny parah";0
"hampir mantab batre ny parah";0
"ternyata 1800 watt tapi yg dipaparkan 360 watt salah beli deh kena deh ma amrketing ny";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"ternyata 1800 watt tapi yg dipaparkan 360 watt salah beli deh kena deh ma amrketing ny";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"hampir mantab batre ny parah";0
"hampir mantab batre ny parah";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"bela belain pesan selisih 120rb tanpa gratis ongkir karna urgent eh malah d kirim kurang sudah gtu tidak ada kompensasi dan uangnya sampe skrng blum d transfer";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"respon penjual kurang baik tidak dapat memberikan solusi yg baik jika terdapat kendala";0
"repacknya parah kardusnya nglups bagian atas kaya kena air trs dgosok";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"speed ram tidak sesuai deskripsi";0
"saya sudah coba masukan code product key nya tapi selalu dijawab kode sudah diklaim oleh orang lain penjual tidak merespon komplain saya";0
"sudah dichat bahwa salah alamat tapi tetap dikirim ke alamat yg salah sangat tidak recommend untuk beli disini tidak amanah pokoknya gak banget beli disiniii";0
"hampir mantab batre ny parah";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"hp tbtb mati penjual di chat tidak menjawab yg saya tanyakan gmna klaim garansi nya tp sama sekali nggak di jawab chat saya";0
"nunggu 3 minggu baru kirim barangnya penjual tidak memberi estimasi delay pengiriman di kira cuman 23 hari pass di tanya lagi udah 1 minggu belum sampai katanya 2 min";0
"hampir mantab batre ny parah";0
"hampir mantab batre ny parah";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"hp tbtb mati penjual di chat tidak menjawab yg saya tanyakan gmna klaim garansi nya tp sama sekali nggak di jawab chat saya";0
"hampir mantab batre ny parah";0
"repacknya parah kardusnya nglups bagian atas kaya kena air trs dgosok";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"lu mah parah jualan ga amanah udh gw bilang jangan repack dikirimnya yg repack gw chat ga bales dewasa dong 
kalo emang repack dari awal bilang repack 
ts ga amanah";0
"tidak sesuai yg diminta";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"hampir mantab batre ny parah";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"repacknya parah kardusnya nglups bagian atas kaya kena air trs dgosok";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"hampir mantab batre ny parah";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"ternyata 1800 watt tapi yg dipaparkan 360 watt salah beli deh kena deh ma amrketing ny";0
"hampir mantab batre ny parah";0
"tidak sesuai yg diminta";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"hampir mantab batre ny parah";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"lu mah parah jualan ga amanah udh gw bilang jangan repack dikirimnya yg repack gw chat ga bales dewasa dong 
kalo emang repack dari awal bilang repack 
ts ga amanah";0
"mouse pad nya error ga ada solusi 

tolong bisa dibantu karena untuk kegiatan belajar gan";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"baru co 10 menit minta cancel karna salah pilih spesifikasi tetapi tidakbisa karna katanya sudah di bawa oleh ekpedisi  nyatanya status baru berubah dipickup 2 hari kemu";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"speed ram tidak sesuai deskripsi";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"keyboard g fungsi kabel flexible dipotong huruf byk yg hilang";0
"hampir mantab batre ny parah";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"nunggu 3 minggu baru kirim barangnya penjual tidak memberi estimasi delay pengiriman di kira cuman 23 hari pass di tanya lagi udah 1 minggu belum sampai katanya 2 min";0
"tidak sesuai yg diminta";0
"lu mah parah jualan ga amanah udh gw bilang jangan repack dikirimnya yg repack gw chat ga bales dewasa dong 
kalo emang repack dari awal bilang repack 
ts ga amanah";0
"hampir mantab batre ny parah";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"hampir mantab batre ny parah";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"kecewa banget dgn pelayanan toko ini 

1factory seal sudah jebol laptop sudah pernah di buka 

2 tidak sesuai dgn spesifikasi katanya bisa tambah ssd m2 tapi nyata";0
"ternyata 1800 watt tapi yg dipaparkan 360 watt salah beli deh kena deh ma amrketing ny";0
"ternyata 1800 watt tapi yg dipaparkan 360 watt salah beli deh kena deh ma amrketing ny";0
"hampir mantab batre ny parah";0
"warna tidak sesuai pesanan pesan purple dikirim hitam";0
"baru co 10 menit minta cancel karna salah pilih spesifikasi tetapi tidakbisa karna katanya sudah di bawa oleh ekpedisi  nyatanya status baru berubah dipickup 2 hari kemu";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"speed ram tidak sesuai deskripsi";0
"hp tbtb mati penjual di chat tidak menjawab yg saya tanyakan gmna klaim garansi nya tp sama sekali nggak di jawab chat saya";0
"hampir mantab batre ny parah";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian";0
"saya merasa kecewa belanja di toko ini 

1 pada gambar ada free tas ternyata pas sy chekout di bilang tdk ad free tas

2  sy beli sabtu dengan pengiriman next day dm";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya";0
"informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s";0
"repacknya parah kardusnya nglups bagian atas kaya kena air trs dgosok";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"respon penjual kurang baik tidak dapat memberikan solusi yg baik jika terdapat kendala";0
"sudah dichat bahwa salah alamat tapi tetap dikirim ke alamat yg salah sangat tidak recommend untuk beli disini tidak amanah pokoknya gak banget beli disiniii";0
"refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d";0
"alhamdulillah berfungsi dengan baik packaging aman respon cepat dan ramah seller dan kurir amanah";2
"barang bagus dan respon cepat harga bersaing dengan yg lain";2
"barang bagus berfungsi dengan baik seler ramah pengiriman cepat";2
"bagus sesuai harapan penjual nya juga ramah trimakasih pelapak";2
"barang bagus pengemasan aman dapat berfungsi dengan baik";2
"barang bagus seller ramah";2
"mantap paten joss";2
"works fine respon seller cepat barang berfungsi dengan baik recommended";2
"barang bagus segel utuh original berfungsi dengan bener seller respon nya ajib cepat amir uda gt kasi sarannya pas banget lg dengan kebutuhan mantabbb";2
"barang datang dan berfungsi dengan baik dan terlihat bagus kali ada lampu birunya";2
"pengiriman super cepat barang bagus recommended seller thanks";2
"alhamdulillah barangnya udah nyampe d coba bagus semoga awet terima kasih seller kurir dan tokopedia";2
"penjual amanah responsif kabel berfungsi baik pengiriman cepat terima kasih";2
"alhamdulillah barang sudah sampai bisa dipakai semoga berfungsi dengan baik dan awet kurirnya baik smoga rezekinya lancar terus";2
"bagus berjalan baik dan cukup silent kokoh dan muat untuk laptop 16 inch";2
"packing aman pengiriman cepat dan barang berfungsi dengan baik";2
"produknya baik dan kualitasny good banget produk sampai ke konsumen dalam kondisi baik sesuai sih sama harga juga so overall very good lah";2
"barang udah sampai ya gan dan berfungsi terima kasih";2
"barang mantap sesuai deskripsi laptop jadi adem n sejuk";2
"produk saya terima dengan kondisi baik terima kasih";2
"belanja kedua kalinya selalu puas pengiriman lumayan cepat overall bagus banget";2
"kualitas barang bagus harga relatif murah kiriman super cepat response penjual baik recommended seller bintang 5 terima kasih yah semoga sukses usahanya aamiin";2
"mantab barang nya oke punya";2
"pengiriman cepat packing rapi kualitas mantap";2
"silent dan bagus untuk pekerjaan ringan";2
"barang cepat sampai kualitas bagus dan pengiriman aman tidak ada yang pecah manstapu";2
"bagus berkualitas sesuai gbr makasih seller tokped dan kurir";2
"mantap kipasnya kenceng barangnya berkualitas sesuai sama harga";2
"mantap proses pengerjaan dan pengiriman juga barang sesuai dengan deskripsi";2
"penjualnya ramah melayani pembeli dengan sabar dan memberikan berbagai saran yang pembeli tidak tahu  mantap lah";2
"barang sampai dengan cepat packingnya rapi dan amat sekali tidak ada bagian acrylic yang pecah berfungsi dengan baik semoga awet";2
"sangat presisi dan pas";2
"puas banget seller helpfull sangat responsif dan cepet banget sampai nya recomended";2
"mantappp responnya juga memuaskan sudah dicoba dan dipasang presisi dan nyaman cas juga responsif";2
"mantap barangnya cepet sampai dan enak digunainnya";2
"barang bagusoke cepat pengirimannya juga";2
"pengiriman cepat seller responsif";2
"barang berfungsi baik pemilik toko sangat responsif dan membantu saat ada sedikit kendala sukses tokonya ya gan";2
"seller luar biasa packing baik pengiriman cepat penting nya barang sesuai deskripsi dan berfungsi terima kasih";2
"sangat kecewa baru 4 bulan scroll sudah rusak";0
"jelek yg pasti jauh dari ori mousepad jd ga bs dipakai kl di charger jd getar parah barang ga sesui foto kayak barang lapak sebelah yg harga 80rban padahal sebelumnya pernah beli disini dan baguspersis spt foto yg ada indikator di ujung charger makanya order disini lg walaupun sedikit mahal ternyata barangnya tdk sama dgn order sebelumnya";0
"gak bisa di pakai";0
"kecewa parah nggk berkah jualan gitu";0
"kecewa penjual ga tanggung jawab komplen berhari gada solusi";0
"pas beli nanya dulu tipe untuk macbook pro 13inch m1 yang mana di variasi nya kata penjualnya yang new pro 13 pas dateng casing kekecilan karena salah tipe ternyata dan penjual pake banyak alesan gamau tanggung jawab padahal yang salah ya yg ngejual kecewa gamau lagi beli disini ga tanggung jawab";0
"barang sampai terlalu lama padahal masih dalam kota casing mudah lepas jujur mengecewakan";0
"kecewa belanja di tempat kamu lain di pesan lain dikirim";0
"tidak ada tissue pembersih atau alat bantuan lainnya untuk memasang sangat kecewa";0
"salah beli barang tp toko tidak ada kompromi sama sekali padahal barang masih disegel kecewa dehhh";0
"data sering error dan hilang";0
"kecewa sama toko official ini ga tau kenapa pesenan pertama ga dikonfirmasi sampe di batalin sistem karena ga direspon sama sekali pesanan kedua karena disuruh pesan lagi sama tokonya dan cuma dikonfirmasi doang ga dikirim sampe udah tinggal 10 menit sebelum dibatalin sistem lagi tapi untungnya gara chat cs tokopedia akhirnya barang bakalan dikirim didetik terakhir ga cuma sampe situ aja payahnya barang baru diambil kurir tanggal 5 dan pickup barang sama kurir lebih dari 2 hari proses kirim pun lemot muter padahal udah lewat depan rumah baru tanggal 9 jam 9 malem paketnya sampe";0
"packing seadanya bubble hanya selapis saja ditambah lapisan plastik hasilnya barang diterima dalam keadaan patah";0
"mic dari awal ga nyala";0
"kartu sd nya cuma 2971 gb katanya official tapi malah mksofficial kecewa ini tidak original";0
"kecepatan tdk sesuai dgn deskripsi";0
"tidak berfugsi";0
"mouse kurang bagus  pointer nya gerak gerak sendiri";0
"infra red nya jelek suka mental ke mana2";0
"batre tidak sesuai ukuran dan tidak ada nano receiver";0
"boros batre";0
"barang error 1";0
"jaringanya ngelek banget lelet mending pake indihome de nyesel juga beli orbit jaringan ya parah";0
"tdk sesuai ekspektasi";0
"lambat";0
"katanya dapat paket 150 gb ternyata setelah di regiatrasi cm 300 mb";0
"tidak bisa di register call center dan team orbin tidak helpful untuk sekedar minta info gerai orbin yang buka dan no telp suruh cari di google bukannya tidak mau cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal saya beli orbit call center dan team orbin tidak helpful untuk sekedar minta info gerai orbin yang buka dan no telp suruh cari di google bukannya tidak mau cari rata2 nomor telp tidak bisa di hubungin jadi apa salahnya memberikan info yang valid menyesal saya beli orbit";0
"tidak sesuai";0
"janji bisa kirim instant segera karena kita mau pakai segera nyatanya anda tutup toko baru di kirim paket sampai malam pas besoknya di coba ternyata ssd nya tidak terbaca dan bilangnya kirim ke toko agarnbisa di kirim lagi segera yang baru sama2 di tangerang ongkos gojek instant 33rb berarti dekat dan tidak di kirim2 sampaiiii 2 minggu baru di kirim sangat terlihat sengaja sekali di lama2in sangat tidak professional dalam berjualan online  anda jual barang rusak pun tidak ada etikat ucapan maaf dan sebagai penutup yang saya anggap licik dan pelit sekali ongkir nya di suruh kita yang tanggung pas barang sampai kalau di lihat begini mah lupakan garansi produk yg bakal di ganti baru bila terjadi rusak di kemudian hari";0
"beli 2 ssd 1 diterima dalam kondisi rusak";0
"tidak berfungsi tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa";0
"kurang bagus colok hardisk external tdk terdeteksi";0
"produk kurang baik dan rusak";0
"untuk kualitas ternyata sama dengan merk china lain 1080p juga yang harga nya 300rb an bahkan lebih bagus merk lain di 600rb an lalu untuk pengiriman lambat sekali dari official store pesan tgl 27 sampai tgl 1 sehingga saya tdk sempat menggunakan pada zoom meeting dan harus memakai hp cukup kecewa dengan produk dan pelayanan logitech kalau utk keyboard nya dan mouse nya emang cukup bagus bbrp model nya tapi sy kapok beli disini karena barang akan hanya di proses bbrp jam sblm pembatalan walaupun pesan nya di hari biasa";0
"pengiriman 2 hari terlambat padahal bilang bakal lgsg dikirim habis order di chat lgsg ga respon utk official store brand segede logitech sungguh mengecewakan";0
"mousenya kurang responsif jd harus teken agak kuat";0
"baru pake 2 bulan sensornya udah jelek suka kemana2";0
"belom 1 bulan udah gak nyala baterai udah diganti tetap saja gak nyala kecewa udah 2x di kerjain logitech";0
"sangat mengecewakan barang yg dikirim tidak sesuai konfirmasi sampai harus bolakbalik 2 kali saya harus nanggung 6 x ongkos kirimsangat mengecewakan";0
